OBJECTID;ARRDT;BOIS;TYPE_VOIE;NOM_VOIE;STATUT;TYPOLOGIE;SENS_VELO;TYPOLOGIE_SIMPLE;SHAPE.LEN;geo_shape;geo_point_2d
8845;20;NON;RUE;LOUIS LUMIERE;VOIE 30;PISTE CYCLABLE  BIDIRECTIONNELLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.411532487130698, 48.85701145147688], [2.411549299661316, 48.857292806053536]]}";48.8571521288, 2.4115408934
8846;20;NON;RUE DES;DOCTEURS DEJERINE;VOIE 50;PISTE CYCLABLE  BIDIRECTIONNELLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.41151615361503, 48.857012326927595], [2.411548659497801, 48.8569439565121], [2.411599007956117, 48.85690498954863], [2.4119423803183393, 48.85625958971156], [2.4122032944885228, 48.8554190550021], [2.4121416721617694, 48.854744299099444]]}";48.855915555, 2.41197973945
8848;20;NON;RUE DES;DOCTEURS DEJERINE;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4121416721617694, 48.854744299099444], [2.4121455869894444, 48.854702298251], [2.4121233658597117, 48.854425537026934]]}";48.8545849384, 2.41213568363
8849;20;NON;RUE DES;DOCTEURS DEJERINE;VOIE 50;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.412137969941293, 48.85442752575656], [2.4121397303402023, 48.854450306781], [2.4121683140157018, 48.85470381937358], [2.4121548743082886, 48.85474444327659]]}";48.8545868413, 2.41215395152
8852;20;NON;RUE DES;DOCTEURS DEJERINE;VOIE 50;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.412104984684132, 48.85395011509515], [2.4122062565029183, 48.85362034353146]]}";48.8537852293, 2.41215562059
8856;20;NON;RUE;MARYSE HILSZ;VOIE 50;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4123792883344426, 48.85337815677666], [2.41240407683297, 48.85334694820888], [2.412432715009485, 48.85330285255944], [2.412456323297153, 48.85325587149721], [2.412474614549173, 48.85320657645128], [2.4124873662896644, 48.8531555669956], [2.4124989167999846, 48.853115509276066]]}";48.8532520028, 2.41244988762
8858;20;NON;RUE;MARYSE HILSZ;VOIE 50;PISTE CYCLABLE  BIDIRECTIONNELLE AVEC STATIONNEMENT RECONSTITUE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4124989167999846, 48.853115509276066], [2.412816647164488, 48.852013580086776], [2.41275585553207, 48.851176922181104]]}";48.8521550614, 2.41271205456
8860;20;NON;RUE;MARYSE HILSZ;VOIE 30;PISTE CYCLABLE  BIDIRECTIONNELLE AVEC STATIONNEMENT RECONSTITUE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4129571238665135, 48.85001004930941], [2.4127867053087266, 48.850884749842756]]}";48.8504473996, 2.41287191459
8862;20;NON;RUE;MARYSE HILSZ;VOIE 30;PISTE CYCLABLE  BIDIRECTIONNELLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4129486947643244, 48.84992766403463], [2.4130897307326666, 48.849217060881]]}";48.8495723625, 2.41301921275
8870;20;NON;AVENUE;LEON GAUMONT;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4160586723858537, 48.849294038498364], [2.416057705417675, 48.84931962013216], [2.4160698047890685, 48.84941755413351], [2.415730396017352, 48.85132595107219], [2.4155967223478503, 48.85208919023615]]}";48.850692042, 2.41584262359
8884;20;NON;RUE DE LA;CHINE;VOIE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4000001959882034, 48.86641121431691], [2.401292700269282, 48.86482918619942]]}";48.8656202003, 2.40064644813
8890;20;NON;AVENUE;GAMBETTA;VOIE 50;BANDE CYCLABLE DECALEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.387774526266385, 48.86298655061587], [2.3880767166811334, 48.863051058112596], [2.3880800949349226, 48.86305169449473], [2.3880833897585356, 48.86305267516707]]}";48.8630195221, 2.3879289833
8891;20;NON;AVENUE;GAMBETTA;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3876407341759065, 48.86287786904086], [2.387639791156994, 48.86288911207909], [2.387640667249378, 48.86290036053034], [2.387643339677957, 48.86291132197727], [2.387647738969661, 48.86292171146359], [2.387653750759489, 48.8629312589018], [2.3876612187635655, 48.86293971609451], [2.387669948841935, 48.86294686318658], [2.3876797140454658, 48.86295251438056], [2.387774526266385, 48.86298655061587]]}";48.862945861, 2.38769166041
8893;20;NON;RUE DES;PLATRIERES;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.38881745036521, 48.86760886956335], [2.388821461693545, 48.86761981967013], [2.388827212756244, 48.86762996466257], [2.388834548147591, 48.86763903040178], [2.3888432696500015, 48.867646771912575], [2.3888531415902774, 48.86765298000317], [2.388863897207988, 48.867657486918006], [2.3888752458638947, 48.867660170870835], [2.3896896977932953, 48.867873485147406], [2.3899622433123837, 48.867884868500674], [2.3900005929511967, 48.86788326339921], [2.390038165361608, 48.867875415780226], [2.3900739513219986, 48.86786153643634], [2.3901069895960667, 48.86784199817658], [2.3901363927523147, 48.867817325812474], [2.390161371001091, 48.86778818206125], [2.3901812534088998, 48.86775534974473], [2.390448449459006, 48.86729913192665], [2.390477111995173, 48.86728222457606], [2.3905078289874253, 48.867269423565524], [2.390540015641583, 48.8672609726024], [2.390573059183846, 48.867257032577236], [2.3906109450965602, 48.86725720730594], [2.390648651854373, 48.86725352310623], [2.3906857874239886, 48.86724601828234]]}";48.8676728914, 2.3898135398
8894;20;NON;RUE;JUILLET;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3908145146506166, 48.8678319584808], [2.39144118313826, 48.867833956661464], [2.391500981364112, 48.86783011214771], [2.391559995503157, 48.867819722754376], [2.3916175114204963, 48.86780291420436], [2.391672833111334, 48.86777988989929], [2.3917252911233877, 48.86775092845816], [2.3920243345470396, 48.86747183285252], [2.39226066612856, 48.867153417930005], [2.392286298251747, 48.867122281952355]]}";48.8676448457, 2.39163097224
8902;20;NON;RUE D;ANNAM;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3937000920193237, 48.86646585288744], [2.3936911473758884, 48.866461654215], [2.3936830524135697, 48.8664559879039], [2.393676045575095, 48.86644902085926], [2.3936703332517495, 48.86644095830021], [2.393666083703978, 48.866432037715015], [2.3936634221051563, 48.86642252186571], [2.3936624268545232, 48.86641269104821], [2.3936631272678768, 48.86640283483608], [2.3936655027140548, 48.866393243550874], [2.3936694832226446, 48.86638419971055], [2.3937261600453628, 48.86631786062199], [2.3943483787740103, 48.86589055796942]]}";48.8661612707, 2.39396749214
8903;20;NON;RUE;VILLIERS DE L ISLE ADAM;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.39442607212667, 48.865843208001344], [2.394937214910293, 48.86621122828653], [2.3952214980151223, 48.86642253763726], [2.3956981546834473, 48.86687913348279], [2.3962947439690665, 48.86744747488124]]}";48.8666148507, 2.39538578506
8912;20;NON;PLACE;MARTIN NADAUD;ZONE 30;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3943531640608553, 48.86505704893187], [2.3942569216303373, 48.86505774396676], [2.394160814012326, 48.86505260448569], [2.3940651945880433, 48.86504164938617], [2.3939805855393144, 48.86503530370827], [2.393895739687389, 48.86503567809563]]}";48.8650472178, 2.39412440955
8915;20;NON;RUE;ELISA BOREY;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.389693208817944, 48.86616141039596], [2.3909392315499045, 48.86635917556856], [2.3909581078194253, 48.866361763024585], [2.390977160565361, 48.86636172625503], [2.390996026707341, 48.866359065960594]]}";48.8662646522, 2.39034445364
8921;20;NON;RUE;VILLIERS DE L ISLE ADAM;AIRE PIETONNE;SANS MARQUAGE;CIRCULATION GENERALE INTERDITE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.394283259244822, 48.865748604653064], [2.3937328268810854, 48.86562874584722], [2.393326488274021, 48.86558599721836]]}";48.8656544961, 2.39380693512
8926;20;NON;RUE DES;PRUNIERS;AIRE PIETONNE;SANS MARQUAGE;CIRCULATION GENERALE INTERDITE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.391004270988496, 48.86435286201158], [2.3908963949140185, 48.864865097782854], [2.3908955144527, 48.86486992405518]]}";48.8646113803, 2.39094982806
8934;20;NON;RUE;HOUDART;ZONE DE RENCONTRE;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3882113364447797, 48.863313611223816], [2.3873021978920543, 48.86456477254438]]}";48.8639391919, 2.38775676717
8949;20;NON;RUE;MAX ERNST;AIRE PIETONNE;SANS MARQUAGE;CIRCULATION GENERALE INTERDITE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.389410741759516, 48.866657986363336], [2.387449845959415, 48.86601983186127]]}";48.8663389091, 2.38843029386
8952;20;NON;RUE;LOUIS DELGRES;AIRE PIETONNE;SANS MARQUAGE;CIRCULATION GENERALE INTERDITE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.385780192909332, 48.86634093608007], [2.38631584817978, 48.8655099035935]]}";48.8659254198, 2.38604802054
8955;20;NON;PASSAGE;MONPLAISIR;AIRE PIETONNE;SANS MARQUAGE;CIRCULATION GENERALE INTERDITE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3861312271969672, 48.86579408823912], [2.3857805680616235, 48.865701147321985], [2.3856320643612747, 48.86557093973009], [2.3850200785285383, 48.86539794681131]]}";48.8655892825, 2.38557985038
8963;20;NON;RUE;ORFILA;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.398775368317627, 48.867419517365455], [2.3989619516606218, 48.86750373710181]]}";48.8674616272, 2.39886865999
8964;20;NON;RUE;ORFILA;ZONE 30;BANDE CYCLABLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.397236416017766, 48.866695545953064], [2.3973899152927522, 48.86676775863767]]}";48.8667316523, 2.39731316566
8966;20;NON;RUE;VILLIERS DE L ISLE ADAM;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.400544199508247, 48.86907175762001], [2.3996248766469903, 48.86865739986071], [2.3994459869273226, 48.868593683584386], [2.398697448584126, 48.868396519549556], [2.398159768602192, 48.868231059206984], [2.3980873230947424, 48.8682083315813]]}";48.8686002156, 2.39933048202
8967;20;NON;RUE;DUPONT DE L EURE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.399682493506623, 48.86859928797073], [2.400159829691963, 48.868056131520426], [2.4006338340720705, 48.86754755685548]]}";48.8680699452, 2.40015432184
8978;20;NON;RUE;MARTIN GARAT;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.407255428945362, 48.865149207211985], [2.4072565976328177, 48.865141730841415], [2.407256562111424, 48.865134163762356], [2.4072042198180483, 48.86460195693144]]}";48.8648755915, 2.40723110393
8980;20;NON;RUE;IRENEE BLANC;ZONE DE RENCONTRE;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.408072124069643, 48.86634538461955], [2.4079742066312755, 48.865821218959084], [2.407965131269932, 48.86579397934562], [2.4079521052504065, 48.86576839260021], [2.4079354183651516, 48.86574502795629], [2.4079154418506303, 48.865724405211736], [2.4078926201283437, 48.86570698316486], [2.407867460917696, 48.86569314940743], [2.4075170358188998, 48.86555340385528], [2.4074711945763907, 48.865546090378004], [2.4074247842803445, 48.86554509494565], [2.4073786716136514, 48.865550436147316], [2.4073337177011638, 48.865562014239416], [2.4070558633568138, 48.86576432368148], [2.4070509005254075, 48.86577084519662], [2.407047109845448, 48.86577811091067], [2.4070446001254333, 48.86578591226701], [2.407043443404911, 48.865794025333805], [2.4070436728866373, 48.86580221723184], [2.4070452819835193, 48.86581025281909], [2.4070482245076903, 48.86581790144032]]}";48.8657889974, 2.40766818526
8986;20;NON;RUE DE LA;PY;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.404984302552642, 48.86524788009303], [2.4048095898437176, 48.86551351611845], [2.403431365047663, 48.86628252462482]]}";48.865811279, 2.40425067088
8988;20;NON;RUE LE;BUA;ZONE 30;BANDE CYCLABLE DECALEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4034408154201525, 48.866324514297986], [2.403730171037531, 48.867177913248916]]}";48.8667512138, 2.40358549323
8989;20;NON;RUE LE;BUA;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.40375586958153, 48.867334420223315], [2.403499708538955, 48.86802818301821]]}";48.8676813016, 2.40362778906
8992;20;NON;RUE DE LA;DHUIS;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.405495503719608, 48.86759501551127], [2.4048709330691262, 48.867962162026224], [2.4042997755022215, 48.86856422432294]]}";48.8680373196, 2.40486401802
6480;17;NON;BOULEVARD;GOUVION SAINT CYR;VOIE 50;PISTE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2864075803750863, 48.882521842628584], [2.2863909556124447, 48.882491540751516], [2.2862438548152215, 48.88239811338898]]}";48.8824550663, 2.28633095439
6492;17;NON;BOULEVARD;GOUVION SAINT CYR;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2881403175765476, 48.88337814954447], [2.2882590497645263, 48.88345166760282]]}";48.8834149086, 2.28819968367
6501;17;NON;BOULEVARD;GOUVION SAINT CYR;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.28540562390466, 48.880876194333105], [2.2852080141118134, 48.880524536006654]]}";48.8807003652, 2.28530681901
6502;17;NON;BOULEVARD;GOUVION SAINT CYR;VOIE 50;PISTE SYCLABLE BIDIRECTIONNELLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.28518600593761, 48.88053578378164], [2.2849662881760824, 48.88003530493001], [2.284661891871339, 48.879336018111076], [2.2844372819673895, 48.87881563278621], [2.284234370796252, 48.87834863117492]]}";48.8794426415, 2.28470919271
6505;17;NON;BOULEVARD;GOUVION SAINT CYR;VOIE 50;PISTE CYCLABLE SUR TERRE-PLEIN;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2840356217691653, 48.87809678543142], [2.284037412203603, 48.87809447051198], [2.2840388203785977, 48.87809190505868], [2.284039811948569, 48.878089151643266], [2.284040362728992, 48.878086277421914], [2.2840404592862553, 48.87808335249728], [2.284040099265315, 48.87808044820866], [2.2840392914471312, 48.87807763539205], [2.284038055534498, 48.87807498265245], [2.2840071062695557, 48.878023655840764], [2.2840053835070133, 48.878020940919306], [2.284004125988634, 48.87801798163614], [2.2840033673049054, 48.87801485703884], [2.2840031277215784, 48.878011650590786], [2.2840034136383376, 48.87800844794174], [2.2840042174178534, 48.87800533463999], [2.2840055175897866, 48.87800239384719], [2.2840072794243005, 48.87799970411701], [2.2840094558597546, 48.877997337296776], [2.2840119887598, 48.877995356608345], [2.284014810466304, 48.87799381495932], [2.2840178456066145, 48.87799275352981], [2.284033597481857, 48.87798755124435]]}";48.878036484, 2.28402144224
8501;19;NON;RUE DE;THIONVILLE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3803605938130636, 48.88757963852781], [2.380962253194175, 48.88803090539195], [2.3812383830382875, 48.888250410441266], [2.3818128472305307, 48.88849132391936], [2.3832424169007735, 48.88911887871756], [2.3835610261715288, 48.889271853054986]]}";48.8884979156, 2.38191752186
9011;20;NON;RUE DES;PYRENEES;VOIE 30;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.406314261399227, 48.85159691179153], [2.4061749486898014, 48.85260965105621]]}";48.8521032814, 2.40624460504
9021;20;NON;RUE DES;GRANDS CHAMPS;ZONE 30;BANDE CYCLABLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.399086314749999, 48.85036951680665], [2.3995381928297386, 48.850455545265], [2.3995566998765843, 48.85047657809412]]}";48.8504156041, 2.39932575583
9022;20;NON;RUE DES;GRANDS CHAMPS;ZONE 30;BANDE CYCLABLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4007870595762473, 48.850717844736415], [2.4008404970452504, 48.85071144963682], [2.4016894959714237, 48.85088036222033]]}";48.8507911496, 2.40123858528
9026;20;NON;RUE DU;VOLGA;AIRE PIETONNE;SANS MARQUAGE;CIRCULATION GENERALE INTERDITE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.406211456423491, 48.85247225644003], [2.406637580242984, 48.85252683909341]]}";48.8524995478, 2.40642451833
9048;20;NON;RUE DE;FONTARABIE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4017890808633893, 48.85751072188819], [2.4018019700586897, 48.857510147420925], [2.4020854046902373, 48.857510850107424], [2.40289797491875, 48.8577847454274], [2.403313691413373, 48.858043093675725]]}";48.8577023024, 2.40257462692
9057;20;NON;RUE;VITRUVE;AIRE PIETONNE;SANS MARQUAGE;CIRCULATION GENERALE INTERDITE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4012922700084918, 48.85590956387153], [2.402140896163016, 48.85646350166632], [2.402200585652196, 48.856554697793435]]}";48.8562178562, 2.40176068481
9061;20;NON;RUE;GALLERON;AIRE PIETONNE;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4045981175805884, 48.85919547804572], [2.4050778177047762, 48.859488161835706]]}";48.8593418199, 2.40483796764
9068;20;NON;RUE;SAINT-BLAISE;AIRE PIETONNE;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4050778177047762, 48.859488161835706], [2.405395152697654, 48.85924926873527], [2.4056424952755844, 48.85906370515339], [2.405767717897763, 48.85899294142808], [2.405850187740933, 48.85891167983312]]}";48.8592001963, 2.40546524207
9069;20;NON;RUE;SAINT-BLAISE;AIRE PIETONNE;SANS MARQUAGE;CIRCULATION GENERALE INTERDITE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4050740475999115, 48.859523300490274], [2.404874011227695, 48.859702911358916]]}";48.8596131059, 2.40497402941
9077;20;NON;RUE DES;RASSELINS;AIRE PIETONNE;SANS MARQUAGE;CIRCULATION GENERALE INTERDITE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4078419735466863, 48.85543083547623], [2.40889819665538, 48.854783565226114]]}";48.8551072004, 2.4083700851
508;1;NON;RUE DE;RIVOLI;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3419312081046813, 48.860587042321036], [2.341301865063616, 48.860791537240935]]}";48.8606892898, 2.34161653658
515;1;NON;RUE DE;RIVOLI;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.337263554790923, 48.86213567082968], [2.3371227352271853, 48.8621831243185]]}";48.8621593976, 2.33719314501
520;1;NON;RUE DE;RIVOLI;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.335522214220473, 48.86270165290929], [2.3350011773638624, 48.86286718032326]]}";48.8627844166, 2.33526169579
527;1;NON;RUE DE;RIVOLI;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.330078831216987, 48.864478080723934], [2.329401265332811, 48.864697266421835]]}";48.8645876736, 2.32974004827
